,StationName,AveTemp,AveTempSD,doy
79,USW00026451,27.4,7.7,80
80,USW00026451,27.7,7.6,81
81,USW00026451,27.9,7.5,82
82,USW00026451,28.2,7.4,83
83,USW00026451,28.5,7.3,84
84,USW00026451,28.8,7.2,85
85,USW00026451,29.2,7.1,86
86,USW00026451,29.5,7.0,87
87,USW00026451,29.8,6.9,88
88,USW00026451,30.1,6.8,89
89,USW00026451,30.5,6.7,90
90,USW00026451,30.8,6.6,91
91,USW00026451,31.2,6.5,92
92,USW00026451,31.5,6.4,93
93,USW00026451,31.9,6.3,94
94,USW00026451,32.3,6.2,95
95,USW00026451,32.6,6.1,96
96,USW00026451,33.0,6.0,97
97,USW00026451,33.4,5.9,98
98,USW00026451,33.8,5.8,99
99,USW00026451,34.2,5.7,100
100,USW00026451,34.6,5.5,101
101,USW00026451,35.0,5.4,102
102,USW00026451,35.4,5.3,103
103,USW00026451,35.8,5.2,104
104,USW00026451,36.2,5.1,105
105,USW00026451,36.6,5.0,106
106,USW00026451,37.0,4.9,107
107,USW00026451,37.4,4.8,108
108,USW00026451,37.8,4.7,109
109,USW00026451,38.2,4.7,110
110,USW00026451,38.6,4.6,111
111,USW00026451,39.0,4.5,112
112,USW00026451,39.4,4.4,113
113,USW00026451,39.8,4.3,114
114,USW00026451,40.2,4.3,115
115,USW00026451,40.6,4.2,116
116,USW00026451,41.0,4.1,117
117,USW00026451,41.4,4.1,118
118,USW00026451,41.8,4.0,119
119,USW00026451,42.1,4.0,120
120,USW00026451,42.5,3.9,121
121,USW00026451,42.9,3.9,122
122,USW00026451,43.3,3.9,123
123,USW00026451,43.6,3.8,124
124,USW00026451,44.0,3.8,125
125,USW00026451,44.3,3.8,126
126,USW00026451,44.7,3.8,127
127,USW00026451,45.0,3.8,128
128,USW00026451,45.4,3.8,129
129,USW00026451,45.7,3.8,130
130,USW00026451,46.1,3.8,131
131,USW00026451,46.4,3.9,132
132,USW00026451,46.7,3.9,133
133,USW00026451,47.0,3.9,134
134,USW00026451,47.4,3.9,135
135,USW00026451,47.7,3.9,136
136,USW00026451,48.0,3.9,137
137,USW00026451,48.3,3.9,138
138,USW00026451,48.6,3.9,139
139,USW00026451,48.9,3.9,140
140,USW00026451,49.2,3.9,141
141,USW00026451,49.4,3.9,142
142,USW00026451,49.7,3.9,143
143,USW00026451,50.0,3.9,144
144,USW00026451,50.3,3.9,145
145,USW00026451,50.5,3.9,146
146,USW00026451,50.8,3.9,147
147,USW00026451,51.1,3.9,148
148,USW00026451,51.3,3.9,149
149,USW00026451,51.6,3.9,150
150,USW00026451,51.8,3.8,151
151,USW00026451,52.1,3.8,152
152,USW00026451,52.3,3.8,153
153,USW00026451,52.6,3.8,154
154,USW00026451,52.8,3.8,155
155,USW00026451,53.0,3.8,156
156,USW00026451,53.3,3.8,157
157,USW00026451,53.5,3.8,158
158,USW00026451,53.7,3.8,159
159,USW00026451,53.9,3.8,160
160,USW00026451,54.1,3.7,161
161,USW00026451,54.3,3.7,162
162,USW00026451,54.5,3.7,163
163,USW00026451,54.7,3.7,164
164,USW00026451,54.9,3.7,165
165,USW00026451,55.1,3.7,166
166,USW00026451,55.3,3.7,167
167,USW00026451,55.5,3.7,168
168,USW00026451,55.7,3.7,169
169,USW00026451,55.8,3.6,170
170,USW00026451,56.0,3.6,171
171,USW00026451,56.2,3.6,172
172,USW00026451,56.3,3.6,173
173,USW00026451,56.5,3.6,174
174,USW00026451,56.7,3.6,175
175,USW00026451,56.8,3.6,176
176,USW00026451,57.0,3.6,177
177,USW00026451,57.1,3.6,178
178,USW00026451,57.2,3.6,179
179,USW00026451,57.4,3.6,180
180,USW00026451,57.5,3.6,181
181,USW00026451,57.6,3.6,182
182,USW00026451,57.8,3.6,183
183,USW00026451,57.9,3.5,184
184,USW00026451,58.0,3.5,185
185,USW00026451,58.1,3.5,186
186,USW00026451,58.2,3.5,187
187,USW00026451,58.3,3.5,188
188,USW00026451,58.4,3.5,189
189,USW00026451,58.5,3.5,190
190,USW00026451,58.6,3.4,191
191,USW00026451,58.7,3.4,192
192,USW00026451,58.7,3.4,193
193,USW00026451,58.8,3.4,194
194,USW00026451,58.9,3.3,195
195,USW00026451,58.9,3.3,196
196,USW00026451,59.0,3.3,197
197,USW00026451,59.0,3.3,198
198,USW00026451,59.1,3.3,199
199,USW00026451,59.1,3.2,200
200,USW00026451,59.1,3.2,201
201,USW00026451,59.2,3.2,202
202,USW00026451,59.2,3.2,203
203,USW00026451,59.2,3.2,204
204,USW00026451,59.2,3.2,205
205,USW00026451,59.2,3.2,206
206,USW00026451,59.2,3.2,207
207,USW00026451,59.2,3.2,208
208,USW00026451,59.2,3.2,209
209,USW00026451,59.1,3.2,210
210,USW00026451,59.1,3.1,211
211,USW00026451,59.0,3.1,212
212,USW00026451,59.0,3.1,213
213,USW00026451,58.9,3.1,214
214,USW00026451,58.9,3.1,215
215,USW00026451,58.8,3.1,216
216,USW00026451,58.7,3.1,217
217,USW00026451,58.6,3.2,218
218,USW00026451,58.5,3.2,219
219,USW00026451,58.4,3.2,220
220,USW00026451,58.3,3.2,221
221,USW00026451,58.1,3.2,222
222,USW00026451,58.0,3.2,223
223,USW00026451,57.9,3.2,224
224,USW00026451,57.7,3.2,225
225,USW00026451,57.6,3.2,226
226,USW00026451,57.4,3.2,227
227,USW00026451,57.2,3.2,228
228,USW00026451,57.0,3.2,229
229,USW00026451,56.8,3.2,230
230,USW00026451,56.6,3.2,231
231,USW00026451,56.4,3.1,232
232,USW00026451,56.2,3.1,233
233,USW00026451,56.0,3.1,234
234,USW00026451,55.8,3.1,235
235,USW00026451,55.6,3.1,236
236,USW00026451,55.3,3.1,237
237,USW00026451,55.1,3.1,238
238,USW00026451,54.9,3.1,239
239,USW00026451,54.6,3.1,240
240,USW00026451,54.4,3.1,241
241,USW00026451,54.1,3.1,242
242,USW00026451,53.8,3.1,243
243,USW00026451,53.6,3.2,244
244,USW00026451,53.3,3.2,245
245,USW00026451,53.0,3.2,246
246,USW00026451,52.7,3.3,247
247,USW00026451,52.4,3.3,248
248,USW00026451,52.1,3.4,249
249,USW00026451,51.8,3.4,250
250,USW00026451,51.5,3.5,251
251,USW00026451,51.2,3.6,252
252,USW00026451,50.9,3.6,253
253,USW00026451,50.6,3.7,254
254,USW00026451,50.3,3.8,255
255,USW00026451,50.0,3.8,256
256,USW00026451,49.6,3.9,257
257,USW00026451,49.3,4.0,258
258,USW00026451,49.0,4.1,259
259,USW00026451,48.6,4.1,260
260,USW00026451,48.2,4.2,261
261,USW00026451,47.9,4.3,262
262,USW00026451,47.5,4.3,263
263,USW00026451,47.1,4.4,264
264,USW00026451,46.8,4.5,265
265,USW00026451,46.4,4.6,266
266,USW00026451,46.0,4.6,267
267,USW00026451,45.6,4.7,268
268,USW00026451,45.2,4.8,269
269,USW00026451,44.7,4.8,270
270,USW00026451,44.3,4.9,271
271,USW00026451,43.9,5.0,272
272,USW00026451,43.4,5.1,273
273,USW00026451,43.0,5.2,274
274,USW00026451,42.5,5.2,275
275,USW00026451,42.1,5.3,276
276,USW00026451,41.6,5.4,277
277,USW00026451,41.1,5.5,278
278,USW00026451,40.6,5.5,279
279,USW00026451,40.1,5.6,280
280,USW00026451,39.6,5.7,281
281,USW00026451,39.1,5.8,282
282,USW00026451,38.6,5.9,283
283,USW00026451,38.1,5.9,284
284,USW00026451,37.5,6.0,285
285,USW00026451,37.0,6.1,286
286,USW00026451,36.5,6.2,287
287,USW00026451,35.9,6.3,288
288,USW00026451,35.4,6.4,289
289,USW00026451,34.8,6.6,290
290,USW00026451,34.3,6.7,291
291,USW00026451,33.7,6.8,292
292,USW00026451,33.2,6.9,293
293,USW00026451,32.6,7.1,294
294,USW00026451,32.1,7.2,295
295,USW00026451,31.6,7.3,296
296,USW00026451,31.0,7.5,297
297,USW00026451,30.5,7.6,298
298,USW00026451,30.0,7.7,299
299,USW00026451,29.5,7.9,300
300,USW00026451,29.0,8.0,301
301,USW00026451,28.5,8.1,302
302,USW00026451,28.0,8.2,303
303,USW00026451,27.5,8.3,304
304,USW00026451,27.0,8.4,305
305,USW00026451,26.6,8.5,306
306,USW00026451,26.1,8.6,307
307,USW00026451,25.7,8.7,308
308,USW00026451,25.3,8.8,309
309,USW00026451,24.9,8.9,310
310,USW00026451,24.5,9.0,311
311,USW00026451,24.1,9.0,312
312,USW00026451,23.8,9.1,313
313,USW00026451,23.4,9.2,314
314,USW00026451,23.1,9.3,315
315,USW00026451,22.8,9.4,316
316,USW00026451,22.5,9.5,317
317,USW00026451,22.2,9.5,318
318,USW00026451,22.0,9.6,319
319,USW00026451,21.7,9.7,320
320,USW00026451,21.5,9.8,321
321,USW00026451,21.3,9.8,322
322,USW00026451,21.1,9.9,323
323,USW00026451,20.9,10.0,324
324,USW00026451,20.8,10.0,325
325,USW00026451,20.6,10.1,326
326,USW00026451,20.5,10.1,327
327,USW00026451,20.4,10.1,328
328,USW00026451,20.3,10.1,329
329,USW00026451,20.2,10.2,330
330,USW00026451,20.1,10.2,331
331,USW00026451,20.0,10.2,332
332,USW00026451,19.9,10.3,333
333,USW00026451,19.9,10.3,334
334,USW00026451,19.8,10.3,335
335,USW00026451,19.8,10.3,336
336,USW00026451,19.7,10.3,337
337,USW00026451,19.7,10.4,338
338,USW00026451,19.6,10.4,339
339,USW00026451,19.6,10.4,340
340,USW00026451,19.6,10.4,341
341,USW00026451,19.5,10.4,342
342,USW00026451,19.5,10.4,343
343,USW00026451,19.5,10.4,344
344,USW00026451,19.4,10.4,345
345,USW00026451,19.4,10.4,346
346,USW00026451,19.3,10.4,347
347,USW00026451,19.3,10.4,348
348,USW00026451,19.2,10.4,349
349,USW00026451,19.2,10.5,350
350,USW00026451,19.1,10.5,351
351,USW00026451,19.1,10.5,352
352,USW00026451,19.0,10.5,353
353,USW00026451,18.9,10.6,354
354,USW00026451,18.9,10.6,355
355,USW00026451,18.8,10.7,356
356,USW00026451,18.7,10.8,357
357,USW00026451,18.6,10.8,358
358,USW00026451,18.5,10.9,359
359,USW00026451,18.4,11.0,360
360,USW00026451,18.4,11.0,361
361,USW00026451,18.3,11.1,362
362,USW00026451,18.2,11.2,363
363,USW00026451,18.1,11.2,364
364,USW00026451,18.0,11.3,365
365,USW00026451,17.9,11.4,366
366,USW00027502,-11.3,11.7,1
367,USW00027502,-11.5,11.7,2
368,USW00027502,-11.8,11.7,3
369,USW00027502,-12.0,11.7,4
370,USW00027502,-12.1,11.7,5
371,USW00027502,-12.3,11.7,6
372,USW00027502,-12.5,11.7,7
373,USW00027502,-12.7,11.7,8
374,USW00027502,-12.9,11.8,9
375,USW00027502,-13.0,11.8,10
376,USW00027502,-13.2,11.8,11
377,USW00027502,-13.3,11.8,12
378,USW00027502,-13.4,11.9,13
379,USW00027502,-13.6,12.0,14
380,USW00027502,-13.7,12.0,15
381,USW00027502,-13.8,12.1,16
382,USW00027502,-13.9,12.2,17
383,USW00027502,-13.9,12.2,18
384,USW00027502,-14.0,12.3,19
385,USW00027502,-14.1,12.4,20
386,USW00027502,-14.1,12.5,21
387,USW00027502,-14.2,12.7,22
388,USW00027502,-14.2,12.8,23
389,USW00027502,-14.2,12.9,24
390,USW00027502,-14.3,13.0,25
391,USW00027502,-14.3,13.1,26
392,USW00027502,-14.3,13.2,27
393,USW00027502,-14.3,13.3,28
394,USW00027502,-14.3,13.4,29
395,USW00027502,-14.3,13.4,30
396,USW00027502,-14.3,13.5,31
397,USW00027502,-14.2,13.6,32
398,USW00027502,-14.2,13.7,33
399,USW00027502,-14.2,13.8,34
400,USW00027502,-14.2,13.8,35
401,USW00027502,-14.2,13.9,36
402,USW00027502,-14.2,13.9,37
403,USW00027502,-14.1,13.9,38
404,USW00027502,-14.1,14.0,39
405,USW00027502,-14.1,14.0,40
406,USW00027502,-14.1,14.0,41
407,USW00027502,-14.1,13.9,42
408,USW00027502,-14.1,13.9,43
409,USW00027502,-14.1,13.8,44
410,USW00027502,-14.1,13.7,45
411,USW00027502,-14.1,13.6,46
412,USW00027502,-14.1,13.5,47
413,USW00027502,-14.1,13.4,48
414,USW00027502,-14.2,13.3,49
415,USW00027502,-14.2,13.2,50
416,USW00027502,-14.2,13.1,51
417,USW00027502,-14.2,13.0,52
418,USW00027502,-14.3,12.8,53
419,USW00027502,-14.3,12.7,54
420,USW00027502,-14.3,12.6,55
421,USW00027502,-14.3,12.5,56
422,USW00027502,-14.4,12.3,57
423,USW00027502,-14.4,12.2,58
424,USW00027502,-14.4,12.1,59
425,USW00027502,-14.4,12.1,60
426,USW00027502,-14.4,12.0,61
427,USW00027502,-14.4,11.9,62
428,USW00027502,-14.5,11.8,63
429,USW00027502,-14.5,11.8,64
430,USW00027502,-14.4,11.7,65
431,USW00027502,-14.4,11.6,66
432,USW00027502,-14.4,11.5,67
433,USW00027502,-14.3,11.4,68
434,USW00027502,-14.3,11.3,69
435,USW00027502,-14.2,11.2,70
436,USW00027502,-14.1,11.2,71
437,USW00027502,-14.0,11.1,72
438,USW00027502,-13.9,11.0,73
439,USW00027502,-13.8,11.0,74
440,USW00027502,-13.6,11.0,75
441,USW00027502,-13.4,10.9,76
442,USW00027502,-13.2,10.9,77
443,USW00027502,-13.0,10.8,78
444,USW00027502,-12.8,10.8,79
445,USW00027502,-12.5,10.8,80
446,USW00027502,-12.2,10.7,81
447,USW00027502,-11.9,10.7,82
448,USW00027502,-11.6,10.7,83
449,USW00027502,-11.2,10.6,84
450,USW00027502,-10.9,10.6,85
451,USW00027502,-10.5,10.6,86
452,USW00027502,-10.0,10.6,87
453,USW00027502,-9.6,10.6,88
454,USW00027502,-9.1,10.6,89
455,USW00027502,-8.6,10.5,90
456,USW00027502,-8.1,10.5,91
457,USW00027502,-7.6,10.4,92
458,USW00027502,-7.0,10.4,93
459,USW00027502,-6.5,10.4,94
460,USW00027502,-5.9,10.3,95
461,USW00027502,-5.3,10.3,96
462,USW00027502,-4.7,10.3,97
463,USW00027502,-4.1,10.3,98
464,USW00027502,-3.4,10.2,99
465,USW00027502,-2.8,10.2,100
466,USW00027502,-2.1,10.2,101
467,USW00027502,-1.4,10.2,102
468,USW00027502,-0.8,10.2,103
469,USW00027502,-0.1,10.1,104
470,USW00027502,0.6,10.1,105
471,USW00027502,1.3,10.0,106
472,USW00027502,2.0,10.0,107
473,USW00027502,2.7,9.9,108
474,USW00027502,3.4,9.9,109
475,USW00027502,4.1,9.8,110
476,USW00027502,4.8,9.7,111
477,USW00027502,5.5,9.6,112
478,USW00027502,6.2,9.5,113
479,USW00027502,6.9,9.4,114
480,USW00027502,7.6,9.3,115
481,USW00027502,8.3,9.2,116
482,USW00027502,9.0,9.1,117
483,USW00027502,9.7,9.0,118
484,USW00027502,10.4,8.9,119
485,USW00027502,11.0,8.8,120
486,USW00027502,11.7,8.7,121
487,USW00027502,12.3,8.6,122
488,USW00027502,13.0,8.5,123
489,USW00027502,13.6,8.4,124
490,USW00027502,14.3,8.3,125
491,USW00027502,14.9,8.1,126
492,USW00027502,15.5,8.0,127
493,USW00027502,16.1,7.9,128
494,USW00027502,16.7,7.8,129
495,USW00027502,17.3,7.7,130
496,USW00027502,17.9,7.5,131
497,USW00027502,18.5,7.4,132
498,USW00027502,19.1,7.3,133
499,USW00027502,19.6,7.2,134
500,USW00027502,20.2,7.0,135
501,USW00027502,20.8,6.9,136
502,USW00027502,21.3,6.8,137
503,USW00027502,21.9,6.7,138
504,USW00027502,22.4,6.5,139
505,USW00027502,23.0,6.4,140
506,USW00027502,23.5,6.3,141
507,USW00027502,24.1,6.1,142
508,USW00027502,24.6,6.0,143
509,USW00027502,25.1,5.9,144
510,USW00027502,25.7,5.8,145
511,USW00027502,26.2,5.7,146
512,USW00027502,26.7,5.5,147
513,USW00027502,27.2,5.4,148
514,USW00027502,27.7,5.3,149
515,USW00027502,28.3,5.2,150
516,USW00027502,28.8,5.1,151
517,USW00027502,29.3,5.0,152
518,USW00027502,29.8,5.0,153
519,USW00027502,30.2,4.9,154
520,USW00027502,30.7,4.8,155
521,USW00027502,31.2,4.8,156
522,USW00027502,31.7,4.7,157
523,USW00027502,32.1,4.7,158
524,USW00027502,32.6,4.7,159
525,USW00027502,33.0,4.6,160
526,USW00027502,33.5,4.6,161
527,USW00027502,33.9,4.6,162
528,USW00027502,34.3,4.6,163
529,USW00027502,34.7,4.6,164
530,USW00027502,35.1,4.7,165
531,USW00027502,35.5,4.7,166
532,USW00027502,35.9,4.7,167
533,USW00027502,36.3,4.7,168
534,USW00027502,36.6,4.8,169
535,USW00027502,37.0,4.8,170
536,USW00027502,37.3,4.9,171
537,USW00027502,37.6,4.9,172
538,USW00027502,37.9,5.0,173
539,USW00027502,38.2,5.1,174
540,USW00027502,38.5,5.1,175
541,USW00027502,38.7,5.2,176
542,USW00027502,39.0,5.3,177
543,USW00027502,39.2,5.3,178
544,USW00027502,39.4,5.4,179
545,USW00027502,39.6,5.4,180
546,USW00027502,39.8,5.5,181
547,USW00027502,40.0,5.5,182
548,USW00027502,40.1,5.6,183
549,USW00027502,40.3,5.6,184
550,USW00027502,40.4,5.7,185
551,USW00027502,40.5,5.7,186
552,USW00027502,40.6,5.7,187
553,USW00027502,40.7,5.8,188
554,USW00027502,40.8,5.8,189
555,USW00027502,40.9,5.8,190
556,USW00027502,41.0,5.8,191
557,USW00027502,41.0,5.9,192
558,USW00027502,41.0,5.9,193
559,USW00027502,41.1,5.9,194
560,USW00027502,41.1,5.9,195
561,USW00027502,41.1,6.0,196
562,USW00027502,41.1,6.0,197
563,USW00027502,41.1,6.0,198
564,USW00027502,41.1,6.0,199
565,USW00027502,41.1,6.1,200
566,USW00027502,41.1,6.1,201
567,USW00027502,41.1,6.1,202
568,USW00027502,41.0,6.1,203
569,USW00027502,41.0,6.2,204
570,USW00027502,41.0,6.2,205
571,USW00027502,40.9,6.2,206
572,USW00027502,40.9,6.2,207
573,USW00027502,40.8,6.3,208
574,USW00027502,40.8,6.3,209
575,USW00027502,40.7,6.3,210
576,USW00027502,40.7,6.3,211
577,USW00027502,40.6,6.3,212
578,USW00027502,40.5,6.3,213
579,USW00027502,40.5,6.4,214
580,USW00027502,40.4,6.4,215
581,USW00027502,40.3,6.3,216
582,USW00027502,40.3,6.3,217
583,USW00027502,40.2,6.3,218
584,USW00027502,40.1,6.3,219
585,USW00027502,40.1,6.3,220
586,USW00027502,40.0,6.2,221
587,USW00027502,39.9,6.2,222
588,USW00027502,39.8,6.2,223
589,USW00027502,39.7,6.1,224
590,USW00027502,39.6,6.1,225
591,USW00027502,39.5,6.1,226
592,USW00027502,39.4,6.0,227
593,USW00027502,39.3,6.0,228
594,USW00027502,39.2,5.9,229
595,USW00027502,39.1,5.9,230
596,USW00027502,39.0,5.8,231
597,USW00027502,38.8,5.8,232
598,USW00027502,38.7,5.7,233
599,USW00027502,38.6,5.7,234
600,USW00027502,38.4,5.6,235
601,USW00027502,38.3,5.6,236
602,USW00027502,38.1,5.5,237
603,USW00027502,37.9,5.5,238
604,USW00027502,37.8,5.4,239
605,USW00027502,37.6,5.4,240
606,USW00027502,37.4,5.4,241
607,USW00027502,37.2,5.4,242
608,USW00027502,37.0,5.4,243
609,USW00027502,36.8,5.3,244
610,USW00027502,36.6,5.3,245
611,USW00027502,36.4,5.3,246
612,USW00027502,36.1,5.4,247
613,USW00027502,35.9,5.4,248
614,USW00027502,35.7,5.4,249
615,USW00027502,35.4,5.4,250
616,USW00027502,35.1,5.4,251
617,USW00027502,34.9,5.5,252
618,USW00027502,34.6,5.5,253
619,USW00027502,34.3,5.5,254
620,USW00027502,34.0,5.5,255
621,USW00027502,33.7,5.6,256
622,USW00027502,33.3,5.6,257
623,USW00027502,33.0,5.6,258
624,USW00027502,32.7,5.6,259
625,USW00027502,32.3,5.6,260
626,USW00027502,32.0,5.7,261
627,USW00027502,31.6,5.7,262
628,USW00027502,31.2,5.8,263
629,USW00027502,30.8,5.8,264
630,USW00027502,30.4,5.9,265
631,USW00027502,30.0,5.9,266
632,USW00027502,29.6,6.0,267
633,USW00027502,29.2,6.0,268
634,USW00027502,28.8,6.1,269
635,USW00027502,28.3,6.2,270
636,USW00027502,27.8,6.2,271
637,USW00027502,27.4,6.3,272
638,USW00027502,26.9,6.4,273
639,USW00027502,26.4,6.5,274
640,USW00027502,25.9,6.6,275
641,USW00027502,25.4,6.7,276
642,USW00027502,24.9,6.8,277
643,USW00027502,24.4,7.0,278
644,USW00027502,23.8,7.1,279
645,USW00027502,23.3,7.2,280
646,USW00027502,22.7,7.3,281
647,USW00027502,22.1,7.5,282
648,USW00027502,21.6,7.6,283
649,USW00027502,21.0,7.8,284
650,USW00027502,20.4,7.9,285
651,USW00027502,19.8,8.1,286
652,USW00027502,19.2,8.2,287
653,USW00027502,18.6,8.4,288
654,USW00027502,18.0,8.6,289
655,USW00027502,17.3,8.7,290
656,USW00027502,16.7,8.9,291
657,USW00027502,16.1,9.0,292
658,USW00027502,15.5,9.1,293
659,USW00027502,14.8,9.3,294
660,USW00027502,14.2,9.4,295
661,USW00027502,13.6,9.6,296
662,USW00027502,12.9,9.7,297
663,USW00027502,12.3,9.8,298
664,USW00027502,11.7,9.9,299
665,USW00027502,11.1,10.0,300
666,USW00027502,10.4,10.1,301
667,USW00027502,9.8,10.2,302
668,USW00027502,9.2,10.3,303
669,USW00027502,8.6,10.4,304
670,USW00027502,8.0,10.5,305
671,USW00027502,7.4,10.5,306
672,USW00027502,6.8,10.6,307
673,USW00027502,6.3,10.7,308
674,USW00027502,5.7,10.8,309
675,USW00027502,5.2,10.8,310
676,USW00027502,4.6,10.9,311
677,USW00027502,4.1,11.0,312
678,USW00027502,3.6,11.0,313
679,USW00027502,3.1,11.1,314
680,USW00027502,2.6,11.1,315
681,USW00027502,2.1,11.2,316
682,USW00027502,1.7,11.2,317
683,USW00027502,1.2,11.3,318
684,USW00027502,0.8,11.3,319
685,USW00027502,0.4,11.3,320
686,USW00027502,0.0,11.3,321
687,USW00027502,-0.4,11.3,322
688,USW00027502,-0.8,11.3,323
689,USW00027502,-1.1,11.3,324
690,USW00027502,-1.5,11.3,325
691,USW00027502,-1.8,11.3,326
692,USW00027502,-2.1,11.3,327
693,USW00027502,-2.4,11.3,328
694,USW00027502,-2.7,11.3,329
695,USW00027502,-3.0,11.2,330
696,USW00027502,-3.3,11.2,331
697,USW00027502,-3.5,11.2,332
698,USW00027502,-3.8,11.2,333
699,USW00027502,-4.0,11.1,334
700,USW00027502,-4.3,11.1,335
701,USW00027502,-4.5,11.1,336
702,USW00027502,-4.8,11.1,337
703,USW00027502,-5.0,11.1,338
704,USW00027502,-5.2,11.1,339
705,USW00027502,-5.4,11.1,340
706,USW00027502,-5.6,11.0,341
707,USW00027502,-5.8,11.0,342
708,USW00027502,-6.1,11.0,343
709,USW00027502,-6.3,11.0,344
710,USW00027502,-6.5,11.0,345
711,USW00027502,-6.7,11.0,346
712,USW00027502,-6.9,11.1,347
713,USW00027502,-7.1,11.1,348
714,USW00027502,-7.3,11.1,349
715,USW00027502,-7.5,11.1,350
716,USW00027502,-7.8,11.2,351
717,USW00027502,-8.0,11.2,352
718,USW00027502,-8.2,11.2,353
719,USW00027502,-8.4,11.2,354
720,USW00027502,-8.6,11.3,355
721,USW00027502,-8.9,11.3,356
722,USW00027502,-9.1,11.4,357
723,USW00027502,-9.3,11.4,358
724,USW00027502,-9.5,11.4,359
725,USW00027502,-9.8,11.5,360
726,USW00027502,-10.0,11.5,361
727,USW00027502,-10.2,11.5,362
728,USW00027502,-10.5,11.6,363
729,USW00027502,-10.7,11.6,364
730,USW00027502,-10.9,11.6,365
731,USW00027502,-11.1,11.7,366
732,USW00026615,7.2,16.5,1
733,USW00026615,7.0,16.5,2
734,USW00026615,6.9,16.5,3
735,USW00026615,6.7,16.5,4
736,USW00026615,6.6,16.6,5
737,USW00026615,6.5,16.6,6
738,USW00026615,6.4,16.7,7
739,USW00026615,6.3,16.8,8
740,USW00026615,6.2,16.8,9
741,USW00026615,6.1,16.9,10
742,USW00026615,6.1,17.0,11
743,USW00026615,6.0,17.1,12
744,USW00026615,6.0,17.1,13
745,USW00026615,6.0,17.2,14
746,USW00026615,6.0,17.3,15
747,USW00026615,6.0,17.3,16
748,USW00026615,6.0,17.4,17
749,USW00026615,6.1,17.5,18
750,USW00026615,6.2,17.6,19
751,USW00026615,6.2,17.6,20
752,USW00026615,6.3,17.7,21
753,USW00026615,6.5,17.8,22
754,USW00026615,6.6,17.8,23
755,USW00026615,6.7,17.8,24
756,USW00026615,6.9,17.8,25
757,USW00026615,7.0,17.9,26
758,USW00026615,7.2,17.9,27
759,USW00026615,7.4,17.9,28
760,USW00026615,7.6,17.9,29
761,USW00026615,7.8,17.9,30
762,USW00026615,8.0,17.9,31
763,USW00026615,8.2,17.9,32
764,USW00026615,8.4,17.8,33
765,USW00026615,8.7,17.8,34
766,USW00026615,8.9,17.7,35
