StationName,StationID,Month,Day,MaxTemp,MinTemp,AveTemp,MaxTempSD,MinTempSD,AveTempSD,ICAO
USW00026451,ANCHORAGE INTL AP,5,6,52.9,36.5,44.7,5.4,4,3.8,PANC
USW00026451,ANCHORAGE INTL AP,5,7,53.3,36.8,45,5.4,4,3.8,PANC
USW00026451,ANCHORAGE INTL AP,5,8,53.6,37.2,45.4,5.5,4,3.8,PANC
USW00026451,ANCHORAGE INTL AP,5,9,54,37.5,45.7,5.5,4.1,3.8,PANC
USW00026451,ANCHORAGE INTL AP,5,10,54.3,37.8,46.1,5.5,4.1,3.8,PANC
USW00026451,ANCHORAGE INTL AP,5,11,54.7,38.1,46.4,5.6,4.1,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,12,55,38.4,46.7,5.6,4.1,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,13,55.3,38.8,47,5.6,4.1,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,14,55.6,39.1,47.4,5.6,4.1,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,15,55.9,39.4,47.7,5.6,4.1,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,16,56.3,39.7,48,5.7,4.1,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,17,56.6,40,48.3,5.7,4.1,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,18,56.8,40.3,48.6,5.7,4.1,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,19,57.1,40.6,48.9,5.7,4.1,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,20,57.4,40.9,49.2,5.7,4,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,21,57.7,41.2,49.4,5.7,4,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,22,58,41.5,49.7,5.7,4,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,23,58.2,41.8,50,5.7,4,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,24,58.5,42.1,50.3,5.7,4,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,25,58.7,42.4,50.5,5.7,4,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,26,59,42.7,50.8,5.7,4,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,27,59.2,42.9,51.1,5.7,4,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,28,59.5,43.2,51.3,5.6,4,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,29,59.7,43.5,51.6,5.6,3.9,3.9,PANC
USW00026451,ANCHORAGE INTL AP,5,30,59.9,43.8,51.8,5.6,3.9,3.8,PANC
USW00026451,ANCHORAGE INTL AP,5,31,60.1,44,52.1,5.6,3.9,3.8,PANC
USW00026451,ANCHORAGE INTL AP,6,1,60.3,44.3,52.3,5.6,3.8,3.8,PANC
USW00026451,ANCHORAGE INTL AP,6,2,60.6,44.6,52.6,5.6,3.8,3.8,PANC
USW00026451,ANCHORAGE INTL AP,6,3,60.8,44.8,52.8,5.6,3.8,3.8,PANC
USW00026451,ANCHORAGE INTL AP,6,4,61,45.1,53,5.6,3.8,3.8,PANC
USW00026451,ANCHORAGE INTL AP,6,5,61.2,45.4,53.3,5.6,3.7,3.8,PANC
USW00026451,ANCHORAGE INTL AP,6,6,61.4,45.6,53.5,5.6,3.7,3.8,PANC
USW00026451,ANCHORAGE INTL AP,6,7,61.5,45.9,53.7,5.6,3.7,3.8,PANC
USW00026451,ANCHORAGE INTL AP,6,8,61.7,46.1,53.9,5.5,3.7,3.8,PANC
USW00026451,ANCHORAGE INTL AP,6,9,61.9,46.3,54.1,5.5,3.6,3.7,PANC
USW00026451,ANCHORAGE INTL AP,6,10,62.1,46.6,54.3,5.5,3.6,3.7,PANC
USW00026451,ANCHORAGE INTL AP,6,11,62.2,46.8,54.5,5.5,3.6,3.7,PANC
USW00026451,ANCHORAGE INTL AP,6,12,62.4,47.1,54.7,5.5,3.6,3.7,PANC
USW00026451,ANCHORAGE INTL AP,6,13,62.6,47.3,54.9,5.5,3.6,3.7,PANC
USW00026451,ANCHORAGE INTL AP,6,14,62.7,47.5,55.1,5.5,3.6,3.7,PANC
USW00026451,ANCHORAGE INTL AP,6,15,62.9,47.7,55.3,5.4,3.5,3.7,PANC
USW00026451,ANCHORAGE INTL AP,6,16,63,47.9,55.5,5.4,3.5,3.7,PANC
USW00026451,ANCHORAGE INTL AP,6,17,63.2,48.2,55.7,5.4,3.5,3.7,PANC
USW00026451,ANCHORAGE INTL AP,6,18,63.3,48.4,55.8,5.4,3.5,3.6,PANC
USW00026451,ANCHORAGE INTL AP,6,19,63.5,48.6,56,5.4,3.5,3.6,PANC
USW00026451,ANCHORAGE INTL AP,6,20,63.6,48.8,56.2,5.4,3.5,3.6,PANC
USW00026451,ANCHORAGE INTL AP,6,21,63.7,49,56.3,5.4,3.4,3.6,PANC
USW00026451,ANCHORAGE INTL AP,6,22,63.8,49.2,56.5,5.4,3.4,3.6,PANC
USW00026451,ANCHORAGE INTL AP,6,23,64,49.4,56.7,5.3,3.4,3.6,PANC
USW00026451,ANCHORAGE INTL AP,6,24,64.1,49.6,56.8,5.3,3.4,3.6,PANC
USW00026451,ANCHORAGE INTL AP,6,25,64.2,49.7,57,5.3,3.4,3.6,PANC
USW00026451,ANCHORAGE INTL AP,6,26,64.3,49.9,57.1,5.3,3.4,3.6,PANC
USW00026451,ANCHORAGE INTL AP,6,27,64.4,50.1,57.2,5.3,3.4,3.6,PANC
USW00026451,ANCHORAGE INTL AP,6,28,64.5,50.3,57.4,5.3,3.3,3.6,PANC
USW00026451,ANCHORAGE INTL AP,6,29,64.6,50.4,57.5,5.3,3.3,3.6,PANC
USW00026451,ANCHORAGE INTL AP,6,30,64.7,50.6,57.6,5.3,3.3,3.6,PANC
USW00026451,ANCHORAGE INTL AP,7,1,64.8,50.8,57.8,5.3,3.3,3.6,PANC
USW00026451,ANCHORAGE INTL AP,7,2,64.8,50.9,57.9,5.3,3.3,3.5,PANC
USW00026451,ANCHORAGE INTL AP,7,3,64.9,51.1,58,5.3,3.3,3.5,PANC
USW00026451,ANCHORAGE INTL AP,7,4,65,51.2,58.1,5.2,3.3,3.5,PANC
USW00026451,ANCHORAGE INTL AP,7,5,65.1,51.3,58.2,5.2,3.3,3.5,PANC
USW00026451,ANCHORAGE INTL AP,7,6,65.1,51.5,58.3,5.2,3.2,3.5,PANC
USW00026451,ANCHORAGE INTL AP,7,7,65.2,51.6,58.4,5.2,3.2,3.5,PANC
USW00026451,ANCHORAGE INTL AP,7,8,65.2,51.7,58.5,5.1,3.2,3.5,PANC
USW00026451,ANCHORAGE INTL AP,7,9,65.3,51.8,58.6,5.1,3.2,3.4,PANC
USW00026451,ANCHORAGE INTL AP,7,10,65.4,52,58.7,5.1,3.2,3.4,PANC
USW00026451,ANCHORAGE INTL AP,7,11,65.4,52.1,58.7,5.1,3.2,3.4,PANC
USW00026451,ANCHORAGE INTL AP,7,12,65.4,52.2,58.8,5,3.2,3.4,PANC
USW00026451,ANCHORAGE INTL AP,7,13,65.5,52.3,58.9,5,3.1,3.3,PANC
USW00026451,ANCHORAGE INTL AP,7,14,65.5,52.3,58.9,5,3.1,3.3,PANC
USW00026451,ANCHORAGE INTL AP,7,15,65.5,52.4,59,5,3.1,3.3,PANC
USW00026451,ANCHORAGE INTL AP,7,16,65.6,52.5,59,5,3.1,3.3,PANC
USW00026451,ANCHORAGE INTL AP,7,17,65.6,52.6,59.1,4.9,3.1,3.3,PANC
USW00026451,ANCHORAGE INTL AP,7,18,65.6,52.6,59.1,4.9,3.1,3.2,PANC
USW00026451,ANCHORAGE INTL AP,7,19,65.6,52.7,59.1,4.9,3.1,3.2,PANC
USW00026451,ANCHORAGE INTL AP,7,20,65.6,52.7,59.2,4.9,3.1,3.2,PANC
USW00026451,ANCHORAGE INTL AP,7,21,65.6,52.7,59.2,4.9,3.1,3.2,PANC
USW00026451,ANCHORAGE INTL AP,7,22,65.6,52.8,59.2,4.8,3.1,3.2,PANC
USW00026451,ANCHORAGE INTL AP,7,23,65.6,52.8,59.2,4.8,3.1,3.2,PANC
USW00026451,ANCHORAGE INTL AP,7,24,65.6,52.8,59.2,4.8,3.1,3.2,PANC
USW00026451,ANCHORAGE INTL AP,7,25,65.6,52.8,59.2,4.8,3.2,3.2,PANC
USW00026451,ANCHORAGE INTL AP,7,26,65.6,52.8,59.2,4.8,3.2,3.2,PANC
USW00026451,ANCHORAGE INTL AP,7,27,65.6,52.8,59.2,4.8,3.2,3.2,PANC
USW00026451,ANCHORAGE INTL AP,7,28,65.5,52.7,59.1,4.8,3.2,3.2,PANC
USW00026451,ANCHORAGE INTL AP,7,29,65.5,52.7,59.1,4.8,3.2,3.1,PANC
USW00026451,ANCHORAGE INTL AP,7,30,65.5,52.6,59,4.8,3.2,3.1,PANC
USW00026451,ANCHORAGE INTL AP,7,31,65.4,52.6,59,4.8,3.2,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,1,65.4,52.5,58.9,4.8,3.3,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,2,65.3,52.4,58.9,4.8,3.3,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,3,65.2,52.3,58.8,4.8,3.3,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,4,65.2,52.2,58.7,4.8,3.3,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,5,65.1,52.1,58.6,4.8,3.3,3.2,PANC
USW00026451,ANCHORAGE INTL AP,8,6,65,52,58.5,4.8,3.3,3.2,PANC
USW00026451,ANCHORAGE INTL AP,8,7,64.9,51.8,58.4,4.8,3.4,3.2,PANC
USW00026451,ANCHORAGE INTL AP,8,8,64.8,51.7,58.3,4.8,3.4,3.2,PANC
USW00026451,ANCHORAGE INTL AP,8,9,64.7,51.6,58.1,4.8,3.4,3.2,PANC
USW00026451,ANCHORAGE INTL AP,8,10,64.6,51.4,58,4.8,3.5,3.2,PANC
USW00026451,ANCHORAGE INTL AP,8,11,64.5,51.2,57.9,4.8,3.5,3.2,PANC
USW00026451,ANCHORAGE INTL AP,8,12,64.4,51,57.7,4.7,3.5,3.2,PANC
USW00026451,ANCHORAGE INTL AP,8,13,64.2,50.9,57.6,4.7,3.5,3.2,PANC
USW00026451,ANCHORAGE INTL AP,8,14,64.1,50.7,57.4,4.7,3.6,3.2,PANC
USW00026451,ANCHORAGE INTL AP,8,15,64,50.5,57.2,4.7,3.6,3.2,PANC
USW00026451,ANCHORAGE INTL AP,8,16,63.8,50.3,57,4.7,3.6,3.2,PANC
USW00026451,ANCHORAGE INTL AP,8,17,63.6,50,56.8,4.6,3.6,3.2,PANC
USW00026451,ANCHORAGE INTL AP,8,18,63.5,49.8,56.6,4.6,3.7,3.2,PANC
USW00026451,ANCHORAGE INTL AP,8,19,63.3,49.6,56.4,4.6,3.7,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,20,63.1,49.4,56.2,4.5,3.8,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,21,62.9,49.1,56,4.5,3.8,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,22,62.7,48.9,55.8,4.4,3.8,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,23,62.5,48.6,55.6,4.4,3.9,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,24,62.3,48.4,55.3,4.4,3.9,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,25,62.1,48.1,55.1,4.3,3.9,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,26,61.8,47.9,54.9,4.3,4,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,27,61.6,47.6,54.6,4.3,4,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,28,61.3,47.4,54.4,4.2,4.1,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,29,61.1,47.1,54.1,4.2,4.1,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,30,60.8,46.8,53.8,4.2,4.2,3.1,PANC
USW00026451,ANCHORAGE INTL AP,8,31,60.5,46.6,53.6,4.1,4.3,3.2,PANC
USW00026451,ANCHORAGE INTL AP,9,1,60.3,46.3,53.3,4.1,4.3,3.2,PANC
USW00026451,ANCHORAGE INTL AP,9,2,60,46,53,4.1,4.4,3.2,PANC
USW00026451,ANCHORAGE INTL AP,9,3,59.7,45.8,52.7,4.1,4.5,3.3,PANC
USW00026451,ANCHORAGE INTL AP,9,4,59.4,45.5,52.4,4.1,4.6,3.3,PANC
USW00026451,ANCHORAGE INTL AP,9,5,59.1,45.2,52.1,4.1,4.6,3.4,PANC
USW00026451,ANCHORAGE INTL AP,9,6,58.8,44.9,51.8,4.1,4.7,3.4,PANC
USW00026451,ANCHORAGE INTL AP,9,7,58.4,44.7,51.5,4.1,4.8,3.5,PANC
USW00026451,ANCHORAGE INTL AP,9,8,58.1,44.4,51.2,4.1,4.9,3.6,PANC
USW00026451,ANCHORAGE INTL AP,9,9,57.8,44.1,50.9,4.1,5,3.6,PANC
USW00026451,ANCHORAGE INTL AP,9,10,57.4,43.8,50.6,4.1,5.1,3.7,PANC
USW00026451,ANCHORAGE INTL AP,9,11,57.1,43.5,50.3,4.2,5.2,3.8,PANC
USW00026451,ANCHORAGE INTL AP,9,12,56.7,43.2,50,4.2,5.2,3.8,PANC
USW00026451,ANCHORAGE INTL AP,9,13,56.3,42.9,49.6,4.2,5.3,3.9,PANC
USW00026451,ANCHORAGE INTL AP,9,14,55.9,42.6,49.3,4.3,5.4,4,PANC
USW00026451,ANCHORAGE INTL AP,9,15,55.6,42.3,49,4.3,5.5,4.1,PANC
USW00026451,ANCHORAGE INTL AP,9,16,55.2,42,48.6,4.3,5.5,4.1,PANC
USW00026451,ANCHORAGE INTL AP,9,17,54.8,41.7,48.2,4.4,5.6,4.2,PANC
USW00026451,ANCHORAGE INTL AP,9,18,54.4,41.4,47.9,4.4,5.6,4.3,PANC
USW00026451,ANCHORAGE INTL AP,9,19,54,41.1,47.5,4.5,5.7,4.3,PANC
USW00026451,ANCHORAGE INTL AP,9,20,53.5,40.7,47.1,4.5,5.8,4.4,PANC
USW00026451,ANCHORAGE INTL AP,9,21,53.1,40.4,46.8,4.6,5.8,4.5,PANC
USW00026451,ANCHORAGE INTL AP,9,22,52.7,40.1,46.4,4.6,5.9,4.6,PANC
USW00026451,ANCHORAGE INTL AP,9,23,52.2,39.7,46,4.7,5.9,4.6,PANC
USW00026451,ANCHORAGE INTL AP,9,24,51.8,39.4,45.6,4.7,6,4.7,PANC
USW00026451,ANCHORAGE INTL AP,9,25,51.3,39,45.2,4.8,6,4.8,PANC
USW00026451,ANCHORAGE INTL AP,9,26,50.9,38.6,44.7,4.8,6.1,4.8,PANC
USW00026451,ANCHORAGE INTL AP,9,27,50.4,38.2,44.3,4.9,6.1,4.9,PANC
USW00026451,ANCHORAGE INTL AP,9,28,49.9,37.8,43.9,4.9,6.2,5,PANC
